uid,Progress,Duration (in seconds),Finished,bergami_org,bergami_dept,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,Collabera,2019_perf_dummy,2020_perf_dummy,disengagement,exhaustion,burnout,race,low_quality_response,pros_toks,cons_toks,story_toks,pros_we,pros_i,pros_they,cons_we,cons_i,cons_they,story_we,story_i,story_they,pros_cleaned,cons_cleaned,story_cleaned,pros_toks_len,cons_toks_len,story_toks_len,glassdoor_toks,glassdoor_cleaned,glassdoor_toks_len,low_quality_pros,low_quality_cons,low_quality_story
U532,100,2382,True,G,G,"Collabera's open door policy i.e. approachable leadership and a work culture which motivates one to think innovatively, work hard and provides reasonable autonomy of decision making.",Limited learning & development opportunities which exposes one to the latest know-how in one's area of work.,"While transiting the complete organization to a remote working environment owing to the ongoing Covid-19 pandemic, the organization left no stone unturned in ensuring that all of us have the requisite resources to perform our duties which signifies the spirit of - ""come what may, we will make it happen!!""",7.0,7.0,5.0,3.02,Manager - Strategic Projects & Planning,GDC Corporate,Operations Management,GDC CCOE,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1987,Male,Asian,Not Applicable,Not Applicable,1,,,2.0,1.6666666666666667,1.8333333333333335,Asian,0,"['open', 'door', 'policy', 'e', 'approachable', 'leadership', 'culture', 'motivates', 'think', 'innovatively', 'hard', 'provides', 'reasonable', 'autonomy', 'decision', 'making']","['limited', 'learning', 'development', 'opportunity', 'expose', 'latest', 'know-how', ""one's"", 'area']","['transiting', 'complete', 'organization', 'remote', 'environment', 'owing', 'ongoing', 'covid', 'pandemic', 'organization', 'left', 'stone', 'unturned', 'ensuring', 'requisite', 'resource', 'perform', 'duty', 'signifies', 'spirit', 'come', 'happen']",0,1,0,0,0,0,3,0,0,open door policy e approachable leadership culture motivates think innovatively hard provides reasonable autonomy decision making,limited learning development opportunity expose latest know-how one's area,transiting complete organization remote environment owing ongoing covid pandemic organization left stone unturned ensuring requisite resource perform duty signifies spirit come happen,16,9,22,"['open', 'door', 'policy', 'e', 'approachable', 'leadership', 'culture', 'motivates', 'think', 'innovatively', 'hard', 'provides', 'reasonable', 'autonomy', 'decision', 'making', 'limited', 'learning', 'development', 'opportunity', 'expose', 'latest', 'know-how', ""one's"", 'area']",open door policy e approachable leadership culture motivates think innovatively hard provides reasonable autonomy decision making limited learning development opportunity expose latest know-how one's area,25,0,0,0
U237,100,429077,True,H,H,Here whatever we work for I will got recognized. like one of our value work hard play hard ,more working hours compare to others companies in baroda,the best experience till date as once we need to have call log with Lenovo and once they know that we are from collabera they do it on highest priority and done the job.,8.0,8.0,4.166666666666667,6.15,Associate System Administrator,Global Business Services,IT-Infrastructure,IT-Infrastructure,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,1.6666666666666667,1.5,Asian,0,"['got', 'recognized', 'like', 'value', 'hard', 'play', 'hard']","['hour', 'compare', 'company', 'baroda']","['best', 'experience', 'till', 'date', 'need', 'log', 'lenovo', 'know', 'highest', 'priority', 'job']",2,1,0,0,0,0,2,0,2,got recognized like value hard play hard,hour compare company baroda,best experience till date need log lenovo know highest priority job,7,4,11,"['got', 'recognized', 'like', 'value', 'hard', 'play', 'hard', 'hour', 'compare', 'company', 'baroda']",got recognized like value hard play hard hour compare company baroda,11,0,0,0
U933,100,432791,True,E,F,"Since Collabera intends to use technology to drive its growth, there would be good opportunities for developers.","Since Collabera is not primarily a technology company, sometimes expectations by business people might be little unrealistic. Also, it might be a bit difficult to explain to business leaders why some development projects, change requests might take time. Its difficult for business people to understand that due to intangible nature of the technology work, estimation might not be accurate and there can be delays, and that delays are not uncommon. Technology processes are not in place, so there is ad hoc way of doing things which might speed things up a little. However its not desirable in the long run, if Collabera truly aims to be a company where technology is supposed to be driving factor, instead of just being enabler of business. Unrealistic deadlines put pressure on developers and there is always danger that quality will suffer. ","I liked that even the house keeping staff are rewarded, they are also given recognition. It very humane and nice gesture on Collabera's part and I think its part of our culture.",5.0,6.0,3.5,2.0,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1982,Male,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,2.6666666666666665,2.5,Asian,0,"['intends', 'use', 'technology', 'drive', 'growth', 'opportunity', 'developer']","['primarily', 'technology', 'expectation', 'business', 'little', 'unrealistic', 'bit', 'difficult', 'explain', 'business', 'leader', 'development', 'project', 'change', 'request', 'time', 'difficult', 'business', 'understand', 'intangible', 'nature', 'technology', 'estimation', 'accurate', 'delay', 'delay', 'uncommon', 'technology', 'process', 'place', 'ad', 'hoc', 'way', 'thing', 'speed', 'thing', 'little', 'desirable', 'long', 'run', 'truly', 'aim', 'technology', 'supposed', 'driving', 'factor', 'instead', 'enabler', 'business', 'unrealistic', 'deadline', 'pressure', 'developer', 'danger', 'quality', 'suffer']","['liked', 'house', 'keeping', 'staff', 'rewarded', 'given', 'recognition', 'humane', 'nice', 'gesture', 'think', 'culture']",0,0,0,0,0,0,1,2,1,intends use technology drive growth opportunity developer,primarily technology expectation business little unrealistic bit difficult explain business leader development project change request time difficult business understand intangible nature technology estimation accurate delay delay uncommon technology process place ad hoc way thing speed thing little desirable long run truly aim technology supposed driving factor instead enabler business unrealistic deadline pressure developer danger quality suffer,liked house keeping staff rewarded given recognition humane nice gesture think culture,7,56,12,"['intends', 'use', 'technology', 'drive', 'growth', 'opportunity', 'developer', 'primarily', 'technology', 'expectation', 'business', 'little', 'unrealistic', 'bit', 'difficult', 'explain', 'business', 'leader', 'development', 'project', 'change', 'request', 'time', 'difficult', 'business', 'understand', 'intangible', 'nature', 'technology', 'estimation', 'accurate', 'delay', 'delay', 'uncommon', 'technology', 'process', 'place', 'ad', 'hoc', 'way', 'thing', 'speed', 'thing', 'little', 'desirable', 'long', 'run', 'truly', 'aim', 'technology', 'supposed', 'driving', 'factor', 'instead', 'enabler', 'business', 'unrealistic', 'deadline', 'pressure', 'developer', 'danger', 'quality', 'suffer']",intends use technology drive growth opportunity developer primarily technology expectation business little unrealistic bit difficult explain business leader development project change request time difficult business understand intangible nature technology estimation accurate delay delay uncommon technology process place ad hoc way thing speed thing little desirable long run truly aim technology supposed driving factor instead enabler business unrealistic deadline pressure developer danger quality suffer,63,0,0,0
U796,100,433806,True,F,G,working environment at collabera is very healthy and it motivates me every day to work hard and play hard to achieve my goal in career ,Their is a no downside working in collabera i always passionate to service our clients,Work hard play hard is best example for me as i am from different study background but working in Audit since 2 years and try to achieve my goals in career happily  ,6.0,7.0,5.0,2.44,Executive - Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1991,Female,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.6666666666666667,1.6666666666666667,Asian,0,"['environment', 'healthy', 'motivates', 'day', 'hard', 'play', 'hard', 'achieve', 'goal', 'career']","['downside', 'passionate', 'service', 'client']","['hard', 'play', 'hard', 'best', 'example', 'different', 'study', 'background', 'audit', 'year', 'try', 'achieve', 'goal', 'career', 'happily']",0,2,0,1,1,1,0,3,0,environment healthy motivates day hard play hard achieve goal career,downside passionate service client,hard play hard best example different study background audit year try achieve goal career happily,10,4,15,"['environment', 'healthy', 'motivates', 'day', 'hard', 'play', 'hard', 'achieve', 'goal', 'career', 'downside', 'passionate', 'service', 'client']",environment healthy motivates day hard play hard achieve goal career downside passionate service client,14,0,0,0
U693,100,2248,True,E,C,"it gives identity, provides market value , employee engagement ","Small firms don;'t trust, they belive that people who have worked at collabera cannot work with less technology at smaller organisation","too much positivity, trust and employee engagement, fun with work",5.0,3.0,3.1666666666666665,2.65,Executive - Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Female,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,2.6666666666666665,2.5,Asian,0,"['give', 'identity', 'provides', 'market', 'value', 'engagement']","['small', 'firm', 'don', 't', 'trust', 'belive', 'worked', 'technology', 'smaller', 'organisation']","['positivity', 'trust', 'engagement', 'fun']",0,0,0,0,0,1,0,0,0,give identity provides market value engagement,small firm don t trust belive worked technology smaller organisation,positivity trust engagement fun,6,10,4,"['give', 'identity', 'provides', 'market', 'value', 'engagement', 'small', 'firm', 'don', 't', 'trust', 'belive', 'worked', 'technology', 'smaller', 'organisation']",give identity provides market value engagement small firm don t trust belive worked technology smaller organisation,16,0,0,0
U819,100,431326,True,E,E,"healthy work environment, good culture, fun - filled activities,  training and personal development",amount of working hours. systems without any user guide or documentation,work hard play hard is the experience that best exemplifies Collabera's culture,5.0,5.0,4.166666666666667,2.21,Senior Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1988,Female,Asian,Not Applicable,Not Applicable,1,,,2.0,1.6666666666666667,1.8333333333333335,Asian,0,"['healthy', 'environment', 'culture', 'fun', 'filled', 'activity', 'training', 'personal', 'development']","['hour', 'system', 'user', 'guide', 'documentation']","['hard', 'play', 'hard', 'experience', 'best', 'exemplifies', 'culture']",0,0,0,0,0,0,0,0,0,healthy environment culture fun filled activity training personal development,hour system user guide documentation,hard play hard experience best exemplifies culture,9,5,7,"['healthy', 'environment', 'culture', 'fun', 'filled', 'activity', 'training', 'personal', 'development', 'hour', 'system', 'user', 'guide', 'documentation']",healthy environment culture fun filled activity training personal development hour system user guide documentation,14,0,0,0
U243,100,465121,True,H,H,culture and values of the company and employee satisfaction as well as job security,"Less opportunity for growth within the team , No downsides of working at Collabera",current pandemic situation collabera give to job security to words the employees ,8.0,8.0,4.333333333333333,6.08,Senior Executive Operations,Business Core Services,Operations,Operations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1984,Male,Asian,Achieved,Achieved,1,1.0,1.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,Asian,0,"['culture', 'value', 'satisfaction', 'job', 'security']","['opportunity', 'growth', 'team', 'downside']","['current', 'pandemic', 'situation', 'job', 'security', 'word']",0,0,0,0,0,0,0,0,0,culture value satisfaction job security,opportunity growth team downside,current pandemic situation job security word,5,4,6,"['culture', 'value', 'satisfaction', 'job', 'security', 'opportunity', 'growth', 'team', 'downside']",culture value satisfaction job security opportunity growth team downside,9,0,0,0
U929,100,1585,True,F,H,"work environment, good employee relationship, awesome management , GBS awesome  ",lack of bonding between my team( Audit and compliance) members not only with me. Other teams they are much better. ,"A Flight of Pigeons, I surely believe that Collabera helps to build my bright future, ",6.0,8.0,5.0,2.0,Executive - Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,2.0,2.166666666666667,Asian,0,"['environment', 'relationship', 'awesome', 'management', 'gb', 'awesome']","['lack', 'bonding', 'team', 'audit', 'compliance', 'member', 'team', 'better']","['flight', 'pigeon', 'surely', 'believe', 'help', 'build', 'bright', 'future']",0,0,0,0,2,1,0,2,0,environment relationship awesome management gb awesome,lack bonding team audit compliance member team better,flight pigeon surely believe help build bright future,6,8,8,"['environment', 'relationship', 'awesome', 'management', 'gb', 'awesome', 'lack', 'bonding', 'team', 'audit', 'compliance', 'member', 'team', 'better']",environment relationship awesome management gb awesome lack bonding team audit compliance member team better,14,0,0,0
U956,100,430010,True,B,B,"Working Culture is good. valuable company to work. Nice Team Mates. 
","Poor Management of Personalities at Higher position .
due to this the the person working on zero level is worst affected.   
Incentive scheme is not for all departments.
doing so much hard work , spending more than enough time in office , coming of weekends too  still no appreciation with no extra money . 
Being some one 's special is what one had to be so that he can get proper hike in salary  and appreciation. 
Silent workers who work more efficient has no appreciation . 

 
","every time many organized events are awesome like Diwali celebration , Blaze Annual Event and other Festival celebrations.
last year we had a trip to Udaipur which was also fantastic. ",2.0,2.0,4.166666666666667,1.92,Senior Associate - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Male,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,2.0,2.166666666666667,Asian,0,"['culture', 'valuable', 'nice', 'team', 'mate']","['poor', 'management', 'personality', 'higher', 'position', 'person', 'zero', 'level', 'worst', 'affected', 'incentive', 'scheme', 'department', 'hard', 'spending', 'time', 'office', 'coming', 'weekend', 'appreciation', 'extra', 'money', 's', 'special', 'proper', 'hike', 'salary', 'appreciation', 'silent', 'worker', 'efficient', 'appreciation']","['time', 'organized', 'event', 'awesome', 'like', 'diwali', 'celebration', 'blaze', 'annual', 'event', 'festival', 'celebration', 'year', 'trip', 'udaipur', 'fantastic']",0,0,0,0,0,0,1,0,0,culture valuable nice team mate,poor management personality higher position person zero level worst affected incentive scheme department hard spending time office coming weekend appreciation extra money s special proper hike salary appreciation silent worker efficient appreciation,time organized event awesome like diwali celebration blaze annual event festival celebration year trip udaipur fantastic,5,32,16,"['culture', 'valuable', 'nice', 'team', 'mate', 'poor', 'management', 'personality', 'higher', 'position', 'person', 'zero', 'level', 'worst', 'affected', 'incentive', 'scheme', 'department', 'hard', 'spending', 'time', 'office', 'coming', 'weekend', 'appreciation', 'extra', 'money', 's', 'special', 'proper', 'hike', 'salary', 'appreciation', 'silent', 'worker', 'efficient', 'appreciation']",culture valuable nice team mate poor management personality higher position person zero level worst affected incentive scheme department hard spending time office coming weekend appreciation extra money s special proper hike salary appreciation silent worker efficient appreciation,37,0,0,0
U1144,100,619,True,E,F,"The culture of the organization is as such which inspires, especially the leadership team. Also, the change undergoing in org. level is exciting to be a part of.","Due to global working hours, at times for certain departments it can be a new experience, and it can lead to issues for ensuring global delivery can work properly","Across the organization – people are very passionate about their work. From the most junior associate to the senior leadership, everyone loves their jobs and try to do it with best of their abilities. This is only possible when a company takes care of their employees and keep them at the core, SIA best staffing firm to work for tag for 9 years doesn’t happen just like that! This part I love the most. ",5.0,6.0,4.166666666666667,1.33,Manager - Strategic Initiatives,Global Business Services,Strategy & Corporate Development,Strategy & Corporate Development,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1990,Male,Asian,Not Applicable,Not Applicable,1,,,2.0,1.6666666666666667,1.8333333333333335,Asian,0,"['culture', 'organization', 'inspires', 'especially', 'leadership', 'team', 'change', 'undergoing', 'org', 'level', 'exciting']","['global', 'hour', 'time', 'certain', 'department', 'new', 'experience', 'lead', 'issue', 'ensuring', 'global', 'delivery', 'properly']","['organization', 'passionate', 'junior', 'associate', 'senior', 'leadership', 'love', 'job', 'try', 'best', 'ability', 'possible', 'take', 'care', 'core', 'sia', 'best', 'staffing', 'firm', 'tag', 'year', 'happen', 'like', 'love']",0,0,0,0,0,0,0,1,5,culture organization inspires especially leadership team change undergoing org level exciting,global hour time certain department new experience lead issue ensuring global delivery properly,organization passionate junior associate senior leadership love job try best ability possible take care core sia best staffing firm tag year happen like love,11,13,24,"['culture', 'organization', 'inspires', 'especially', 'leadership', 'team', 'change', 'undergoing', 'org', 'level', 'exciting', 'global', 'hour', 'time', 'certain', 'department', 'new', 'experience', 'lead', 'issue', 'ensuring', 'global', 'delivery', 'properly']",culture organization inspires especially leadership team change undergoing org level exciting global hour time certain department new experience lead issue ensuring global delivery properly,24,0,0,0
U436,100,465349,True,B,B,Work environment & the culture that Collabera follows to support the client's and employees,Internal processes at times results in business loss because of the flexibility provided by our competition,"The best example that I can think of is our JuMP program.
The way we executed our first batch with one of our end clients truly showcased our capabilities and our passion to service the client.
This resulted in 2 additional batches after successfully deploying the first batch.",2.0,2.0,4.5,4.18,Account Manager,Enterprise Services Group,Sales,Sales,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.0,1.3333333333333335,Asian,0,"['environment', 'culture', 'follows', 'support', ""client's""]","['internal', 'process', 'time', 'result', 'business', 'loss', 'flexibility', 'provided', 'competition']","['best', 'example', 'think', 'jump', 'program', 'way', 'executed', 'batch', 'end', 'client', 'truly', 'showcased', 'capability', 'passion', 'service', 'client', 'resulted', 'additional', 'batch', 'successfully', 'deploying', 'batch']",0,0,0,1,0,0,6,1,0,environment culture follows support client's,internal process time result business loss flexibility provided competition,best example think jump program way executed batch end client truly showcased capability passion service client resulted additional batch successfully deploying batch,5,9,22,"['environment', 'culture', 'follows', 'support', ""client's"", 'internal', 'process', 'time', 'result', 'business', 'loss', 'flexibility', 'provided', 'competition']",environment culture follows support client's internal process time result business loss flexibility provided competition,14,0,0,0
U637,100,413090,True,C,B,"The culture in IT side is really good specially in Bangalore office, yes it's definitely beause of our leaders. Some motivativating activities keep happening and these boost productivity all together.",Company still needs to be process oriented and organized in certain ways.,"I became Business Analyst through an IJP from Sr. Business Developemnt Executive, that was a turning point in my career. Initially, I was working with team which was in Baroda but the experience was not so good becuse people ignored me and forgot me all total but then I approached Bangalore IT head to indulge me in any project. Now I can proudly say, I'm Business Analyst for one of the top ITprojects of Collabera so thanks to company.",3.0,2.0,5.0,2.92,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1990,Female,Asian,Not Applicable,Not Applicable,1,,,0.6666666666666666,2.0,1.3333333333333333,Asian,0,"['culture', 'specially', 'bangalore', 'office', 'yes', 'definitely', 'beause', 'leader', 'motivativating', 'activity', 'happening', 'boost', 'productivity']","['need', 'process', 'oriented', 'organized', 'certain', 'way']","['business', 'analyst', 'ijp', 'sr', 'business', 'developemnt', 'executive', 'turning', 'point', 'career', 'initially', 'team', 'baroda', 'experience', 'becuse', 'ignored', 'forgot', 'total', 'approached', 'bangalore', 'head', 'indulge', 'project', 'proudly', 'business', 'analyst', 'itprojects', 'thanks']",1,0,0,0,0,0,0,9,0,culture specially bangalore office yes definitely beause leader motivativating activity happening boost productivity,need process oriented organized certain way,business analyst ijp sr business developemnt executive turning point career initially team baroda experience becuse ignored forgot total approached bangalore head indulge project proudly business analyst itprojects thanks,13,6,28,"['culture', 'specially', 'bangalore', 'office', 'yes', 'definitely', 'beause', 'leader', 'motivativating', 'activity', 'happening', 'boost', 'productivity', 'need', 'process', 'oriented', 'organized', 'certain', 'way']",culture specially bangalore office yes definitely beause leader motivativating activity happening boost productivity need process oriented organized certain way,19,0,0,0
U1111,100,423556,True,G,H,"The best reasons to work at Collabera is my Team members, they are very helpful and work culture.",According to my views there are no downsides at Collabera.,"Speaking of culture, that is the one of the main reason of working in Collabera.",7.0,8.0,3.8333333333333335,1.4,Sourcer Direct Hire,Direct Hire,Recruitment,Sourcing,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,1.6666666666666667,1.5,Asian,0,"['best', 'reason', 'team', 'member', 'helpful', 'culture']","['according', 'view', 'downside']","['speaking', 'culture', 'main', 'reason']",0,1,1,0,1,0,0,0,0,best reason team member helpful culture,according view downside,speaking culture main reason,6,3,4,"['best', 'reason', 'team', 'member', 'helpful', 'culture', 'according', 'view', 'downside']",best reason team member helpful culture according view downside,9,0,0,0
U556,100,432599,True,F,G,"Awesome Organization, Also, great my MIS team. All my team Manager,TL and colleagues are great to work with.",Noting to say. Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.Noting to say.,"I mostly like about Collabera's culture
- Fun Friday.
- All religious function
- Blaze
- RNR
- E3",6.0,7.0,4.333333333333333,3.26,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1989,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,2.0,1.8333333333333335,Asian,0,"['awesome', 'organization', 'mi', 'team', 'team', 'manager', 'tl', 'colleague']","['noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting']","['like', 'culture', 'fun', 'friday', 'religious', 'function', 'blaze', 'rnr', 'e3']",0,2,0,0,0,0,0,1,0,awesome organization mi team team manager tl colleague,noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting,like culture fun friday religious function blaze rnr e3,8,17,9,"['awesome', 'organization', 'mi', 'team', 'team', 'manager', 'tl', 'colleague', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting', 'noting']",awesome organization mi team team manager tl colleague noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting noting,25,0,0,0
U393,100,433066,True,F,C,"Collabera's female friendly environment, all the 5 cultural values really resonates in my personal life",Our working hours compared to the other industry standards and the package we offer sometimes makes difficult to tap the potential candidates our competitors,"I faced the first professional challenge for one of my hiring projects for a key customer account. The candidate that had the right skill set-aligned with the client requirement was unwilling to engage with Collabera due to some prior bad-experience. One of the key personal traits that helped me to resolve the issue was my empathetic behavior along with imbibing the Collabera's passion to serve its clients & employees. I decided to engage with the candidate with an approach of listening and understanding the root cause. Based on the discussion, it was clear that the reason of the unhappiness was the absence of feedback on the various applications that the candidate has engaged with our company. On one hand I apologized for the earlier experiences and on the other hand promised her to provide a timely feedback. This helped to secure the candidate for my client and consequently to win business for Collabera. This incidence taught me a great lesson of my life that human are the key resources that defines the success or the failure of an organization hence being passionate in your responsibilities helps you breakthrough the toughest challenges",6.0,3.0,4.5,4.6,Senior Executive Corporate Recruitment,GDC Corporate,Corporate Recruitment,GDC Executive Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1991,Female,Asian,Achieved,Achieved,1,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,Asian,0,"['female', 'friendly', 'environment', 'cultural', 'value', 'resonates', 'personal', 'life']","['hour', 'compared', 'industry', 'standard', 'package', 'offer', 'make', 'difficult', 'tap', 'potential', 'candidate', 'competitor']","['faced', 'professional', 'challenge', 'hiring', 'project', 'key', 'customer', 'account', 'candidate', 'right', 'skill', 'set-aligned', 'client', 'requirement', 'unwilling', 'engage', 'prior', 'bad-experience', 'key', 'personal', 'trait', 'helped', 'resolve', 'issue', 'empathetic', 'behavior', 'imbibing', 'passion', 'serve', 'client', 'decided', 'engage', 'candidate', 'approach', 'listening', 'understanding', 'root', 'based', 'discussion', 'clear', 'reason', 'unhappiness', 'absence', 'feedback', 'application', 'candidate', 'engaged', 'hand', 'apologized', 'earlier', 'experience', 'hand', 'promised', 'provide', 'timely', 'feedback', 'helped', 'secure', 'candidate', 'client', 'consequently', 'win', 'business', 'incidence', 'taught', 'lesson', 'life', 'human', 'key', 'resource', 'defines', 'success', 'failure', 'organization', 'passionate', 'responsibility', 'help', 'breakthrough', 'toughest', 'challenge']",0,1,0,3,0,0,1,9,0,female friendly environment cultural value resonates personal life,hour compared industry standard package offer make difficult tap potential candidate competitor,faced professional challenge hiring project key customer account candidate right skill set-aligned client requirement unwilling engage prior bad-experience key personal trait helped resolve issue empathetic behavior imbibing passion serve client decided engage candidate approach listening understanding root based discussion clear reason unhappiness absence feedback application candidate engaged hand apologized earlier experience hand promised provide timely feedback helped secure candidate client consequently win business incidence taught lesson life human key resource defines success failure organization passionate responsibility help breakthrough toughest challenge,8,12,80,"['female', 'friendly', 'environment', 'cultural', 'value', 'resonates', 'personal', 'life', 'hour', 'compared', 'industry', 'standard', 'package', 'offer', 'make', 'difficult', 'tap', 'potential', 'candidate', 'competitor']",female friendly environment cultural value resonates personal life hour compared industry standard package offer make difficult tap potential candidate competitor,20,0,0,0
U60,100,473841,True,E,G,"Its Culture, Environment and Top Level Managements",Those who are loyal to company are treated as granted and are stayed away from all the perks.,"Don't have any Recent story as time has changed and no one from Top Management is interested in what we do, they just want results. No one from future leaders is ready to take new responsibilities but want all the perks from Collabera. But from the past when we were in different teams, we were actually Working Hard and Playing Hard and being recognized by many.",5.0,7.0,4.0,12.12,Delivery Manager,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1984,Male,Asian,Achieved,Achieved,1,1.0,1.0,2.0,2.0,2.0,Asian,0,"['culture', 'environment', 'level', 'management']","['loyal', 'treated', 'granted', 'stayed', 'away', 'perk']","['recent', 'story', 'time', 'changed', 'management', 'interested', 'want', 'result', 'future', 'leader', 'ready', 'new', 'responsibility', 'want', 'perk', 'past', 'different', 'team', 'actually', 'hard', 'playing', 'hard', 'recognized']",0,0,0,0,0,0,3,0,1,culture environment level management,loyal treated granted stayed away perk,recent story time changed management interested want result future leader ready new responsibility want perk past different team actually hard playing hard recognized,4,6,23,"['culture', 'environment', 'level', 'management', 'loyal', 'treated', 'granted', 'stayed', 'away', 'perk']",culture environment level management loyal treated granted stayed away perk,10,0,0,0
U844,100,2296,True,F,F,Respect for employee and transparency makes Collabera the best place to Work. Managers are very helpful and helps and guide to achieve carrier goals.,No downside with working with Collabera. Work in Collabera is always fun. Only thing the incentive and growth opportunities should be increased.  ,"The work culture of Collabera reminds me of serial Tarak Mehta ka Ulta Chasma.
Here all the festivals are celebrated like a family.",6.0,6.0,4.166666666666667,2.17,Executive - Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1981,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.3333333333333333,1.5,Asian,0,"['respect', 'transparency', 'make', 'best', 'place', 'manager', 'helpful', 'help', 'guide', 'achieve', 'carrier', 'goal']","['downside', 'fun', 'thing', 'incentive', 'growth', 'opportunity', 'increased']","['culture', 'reminds', 'serial', 'tarak', 'mehta', 'ka', 'ulta', 'chasma', 'festival', 'celebrated', 'like', 'family']",0,0,0,0,0,0,0,1,0,respect transparency make best place manager helpful help guide achieve carrier goal,downside fun thing incentive growth opportunity increased,culture reminds serial tarak mehta ka ulta chasma festival celebrated like family,12,7,12,"['respect', 'transparency', 'make', 'best', 'place', 'manager', 'helpful', 'help', 'guide', 'achieve', 'carrier', 'goal', 'downside', 'fun', 'thing', 'incentive', 'growth', 'opportunity', 'increased']",respect transparency make best place manager helpful help guide achieve carrier goal downside fun thing incentive growth opportunity increased,19,0,0,0
