uid,Progress,Duration (in seconds),Finished,ResponseId,LocationLatitude,LocationLongitude,mael_1,mael_2,mael_3,mael_4,mael_5,mael_6,bergami_org,bergami_dept,disengagement_1,exhaustion_1,exhaustion_2,exhaustion_3,disengagement_2,disengagement_3,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,LINK,Collabera,Race,2019_perf_dummy,2020_perf_dummy
U724,100,1081,TRUE,R_3hoxg73Mi9UziyR,33.70739746,-117.7053986,3,4,4,4,5,5,B,A,2,4,3,4,2,1,The pros is that Collabera does care about their peoples safety and health. They want the best for their employees well being and establishing work life balance. I do feel that Collabera as a company cares which is great. ,"Downsides is working with children (20-27 year olds) a lot, there is lack of trust. Not enough 30 year olds in the account management career base, so people like me is not a culture fit and feel like I need to move on due to being uncomfortable. Also, Collabera tools needs some enhancement, slow operation. ","Culture, I do like the work hard and play hard vibe, but I feel that some people take it immaturely. We need some work etiquette training. ",2.0,1.0,4.166666666666667,2.62,Account Manager,Regional,Sales,Sales,Irvine (MacArthur Blvd),California,U.S.A.,Collabera Inc.,1986,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_40cBi6Pw3smkUBv&Q_CHL=gl,1,White,1.0,1.0
U526,100,823,TRUE,R_AFjcR7kIq0qDAsN,40.55419922,-74.26069641,4,4,4,3,3,3,C,G,2,3,3,2,2,1,There is a lot of room to showcase your skills and learn from the business.,"The org. structure is pretty complex, and there is no clear road map on growth plan. Also the vision of the company is still unclear and keeps changing","One of the cultural values of Collabera is Responsive beyond Imagination, However it is practices only at transnational level. when is comes to decision making or making changes or improvements, it take a long time to get response from leaders be it positive or negative.",3.0,7.0,3.5,3.5,Delivery Manager,Delivery- Global,Recruitment,Recruitment,Basking Ridge (Allen Road),New Jersey,U.S.A.,Collabera Inc.,1988,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0joxHpAJo6Z0m0d&Q_CHL=gl,1,Asian,1.0,1.0
U725,100,68997,TRUE,R_1Fx0D0LOoffAeAS,22.30029297,73.20509338,5,5,4,5,4,5,E,E,2,3,3,3,2,4,"Good career growth, awesome incentive structures, opportunity to work in the best team environment","Doing overtime and stretching hours, sudden changes of plans/structures ",Was able to cover 1 position within 2 hours and was able to impress the hiring manager by the quality of resumes showing us responsive beyond imagination,5.0,5.0,4.666666666666667,2.57,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9KAWlHSOpF6YTqJ&Q_CHL=gl,1,Asian,1.0,1.0
U622,100,14273,TRUE,R_12xLvi6GdPNc2AW,33.69920349,-84.74780273,5,5,5,5,5,5,G,G,1,2,4,1,1,3,"Fun, Supportive work environment with shared vision. Everyone is aligned and on the same page.","Some minor things need fixing, we are too process focused and need to be more client focused on some things but overall we do a good job.","My RD came in after I was promoted back in early 2018. I was a new AM (2-3 months in). He saw that I had potential that was not being realized/fulfilled, and made an incredible amount of investment to get me from where I was at to where I am now. He showed me how to lead by example and trust the process - I am very thankful for that.",7.0,7.0,5.0,3.09,Account Manager,Regional,Sales,Sales,Reston (Sunrise Valley),Virginia,U.S.A.,Collabera Inc.,1989,Male,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_4GBAyKAigqhXD5H&Q_CHL=gl,1,White,1.0,1.0
U437,100,445,TRUE,R_qO2kcETfMBpt4R3,22.30029297,73.20509338,5,5,5,4,5,4,G,H,2,2,4,2,2,1,"Collabera provides freedom of work, i mean here people are not forced to continously work but rather told to finish there tasks before EOD, which keeps them relaxed","there are a few departments which feel rather downsided against the sales team, i personally feel some people are given more preference over others becoz the are earners for the company",The bast part that i like about Collabera is they enjoy every festival in a grand way and not make people just keep doing the work as most companies expect,7.0,8.0,4.666666666666667,4.18,Senior Executive Finance & Accounts,Global Business Services,Finance,AP & Expenses,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1980,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_b88nHwpCoPrGgrH&Q_CHL=gl,1,Asian,,
U820,100,69889,TRUE,R_1py5qe0GdVkuuaJ,12.97210693,77.59329224,5,3,5,5,5,4,D,G,1,4,3,2,3,2,"The Way company Take cares of his employee and the best in class training provided at all level . Process and Business Cultural Values , Professionalism, ethics. On Time Pay Check . Best Benefits . ","We working at the Big Cities with major traffic issue and the long hours shift is the only downsides i found , where we will be exhausted by EOD with long hours in office plus adding 3 hours in traffic .  ","Celebration for the small achievement is the only way to motivate among all the employee to do the best and enjoy the benefits given by the company , WORK HARD PLAY HARD  . My personnel experience was the First HIRE with that my manager and our GDC appreciation email make me to do the best and this is what i am today.     ",4.0,7.0,4.5,2.21,Delivery Lead,Enterprise Services Group,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1986,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_a5BhEf4ls9UbaKx&Q_CHL=gl,1,Asian,,
U852,100,31455,TRUE,R_Xwc0xWgeB2BJlWF,28.79299927,76.13970947,5,4,4,4,5,5,E,F,1,2,3,2,2,2,I have good experience working at Collabera as my manager is great he understands me very well. The working environment is great. Have good team who supports me in my ups and downs.,The downside of working at Collabera is long working hours. Other than that i don't see any downsides.,The best exemplifies Collabera's culture is Play hard and Work hard. Every year we have CPL (Collabera Premiere league)which i enjoy alot. In collabera beside work we enjoy with each other weather it is game or trips.,5.0,6.0,4.5,2.17,Senior Technical Recruiter,Managed Services,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_09B19hd071dp3pP&Q_CHL=gl,1,Asian,1.0,1.0
U683,100,492,TRUE,R_2xKmdhBXgShJ6JY,39.44360352,-104.8535995,4,5,5,5,5,5,E,F,1,2,4,2,1,4,"At Collabera, you feel valued and your voice is heard, no matter how large the company gets.  I love the flexibility, compensation, incentives, and opportunity that Collabera provides me as well.  I've worked for other major staffing firms in the past, and while Collabera certainly has it's pros and cons, it is by far my favorite place to work, and I don't see myself leaving. ","It's challenging to be impactful locally when majority of our delivery staff is offshore.  We also have quite a few broken technical systems that could use some serious integration and moderinzation.  Our training needs to be improved immensely and staffed with individuals who have actually been in sales in the past with continuous development and more consistency across the board when it comes to tranining, mentorship, etc. so we see success in all regional offices, not jusst some.  It's also frustrating to see lack of diversity on our executive level - we need more females and people of different ethnicities for a more well-rounded perspective.","Collabera has become family to me.  My husband and I were experiencing fertility issues after having our first daughter.  We lost two pregnancies in a row and it was a very depressing time for me personally.  My office all pitched in to get me a gift card for a tree farm to plant a memorial tree for our babies that went to heaven.  It was the most moving thing that has happened to me professionally, and I will absolutely never forget it.",5.0,6.0,4.833333333333333,2.71,Senior Account Manager,Regional,Sales,Sales,Greenwood Village (Prentice Avenue),Colorado,U.S.A.,Collabera Inc.,1988,Female,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0Nz0k4OdnXwAyDX&Q_CHL=gl,1,White,1.0,1.0
U1297,100,23931,TRUE,R_2qxBACkMOdeQ1iX,22.71629333,75.831604,4,4,5,5,4,5,F,E,2,3,4,2,2,2,People Oriented organization. Keeps the Values first. ,None That I have felt or Experienced while working in this organization. ,Well I have many like in Collabera we celebrate all festivals together.,6.0,5.0,4.5,1.02,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Male,Asian,Not Applicable,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0AukznRsYN9NjEh&Q_CHL=gl,1,Asian,,0.0
U797,100,24724,TRUE,R_2aJjlzlgWcoE7YG,22.30029297,73.20509338,4,4,5,5,5,5,E,E,1,3,3,1,1,2,Getting to interact with people geographically dispersed is a very nice experience,The management never appreciates or respects our efforts or hard work. Feeling unappreciated at work is a very bad feeling.,"One of our values at Collabera is being disciplined in execution. The way we receive tasks(recs specifically in the Delivery Org) from our Managers, and the way we try to stay at the top of our game by understanding the position and the client's requirement, and answering it with matching profiles is a very good example of this value.",5.0,5.0,4.666666666666667,2.25,Senior Recruiter Direct Hire,Direct Hire,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1988,Female,Asian,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3mwsPho6daXHmhD&Q_CHL=gl,1,Asian,0.0,0.0
U249,100,73500,TRUE,R_1BR616opeJkMgDP,20.27130127,85.83340454,2,2,5,4,4,3,C,C,1,2,3,1,1,3,"Working environment, culture and values, stability, career opportunities","Can offer better financials in general while working, not at the time of leaving!","Not that I think of right now, but positivity and self-motivation at peak!",3.0,3.0,3.3333333333333335,5.93,Account Manager,Enterprise Services Group,Sales,Sales,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1980,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_d0S2TWhuGF0rDo1&Q_CHL=gl,1,Asian,,
U1243,100,282,TRUE,R_270R6YWm2BL1uZV,35.85380554,-78.68599701,3,4,5,4,4,4,D,E,2,3,3,4,2,2,People around you and upper management want to do anything in their power to help you succedd,There can be a lot of contacts within the company needed to resolve a seemingly simple issue,Collabera has gone out of its way to keep employees who may not see success in their current role but want to stay with the company. By creating new roles/opportunities it shows that they value their employees and want to see everyone succeed wherever they can - nobody is pigeon holed in their position.,4.0,5.0,4.0,1.21,Account Manager - Direct Hire,Regional,Sales,Sales,Raleigh (Glenwood Ave),North Carolina,U.S.A.,Collabera Inc.,1995,Male,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9N97o20oI6DZU1f&Q_CHL=gl,1,White,1.0,1.0
U1515,100,24800,TRUE,R_ey6MdOzr895SGEp,23.02760315,72.58709717,5,3,4,5,5,4,G,H,1,3,4,4,2,4,"Company culture and values.
Company growth & success.","less payoff according my work and effort !  
none other than think about the downsides of working at Collabera ...     ","Its been more than 2.5 years I spent in Collabera till now, Collabera is moving towards being one of the preferred global companies for IT services and recruitment options.I am learning a lot every day from my amazing team. here is amazing culture and environment. it's good opportunity for me to work with Collabera long.  ",7.0,8.0,4.333333333333333,1.79,Associate Database Building,Global Business Services,Database Building/Market Research,Database Building/Market Research,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1989,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bOO7a1R6umLBR6B&Q_CHL=gl,1,Asian,,
U703,100,2459,TRUE,R_OkfcGMU6wFA1E77,17.38459778,78.45739746,4,5,5,4,5,5,C,F,2,3,3,2,3,2,Less stress than other Job profiles. I get more time to do other personal stuffs.,Sometimes working at nights can be challenging. Remote access through System & phone should be there always since it will only maximize the output.,In any Indian festival the company people always try to celebrate it in a very engaging and innovative way like a dress code or by creating a theme party atmosphere at floors.,3.0,6.0,4.666666666666667,2.57,Senior Technical Recruiter,Managed Services,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bKk928plJSlX11X&Q_CHL=gl,1,Asian,1.0,1.0
U1376,100,2517,TRUE,R_vpiNypVCeVZ3vAB,22.71629333,75.831604,5,3,5,5,5,5,B,E,2,3,4,2,2,2,Working at Collabera has always been a fun and the learning has aways boost up my confidence level.,The working Hours at collabera is on of the downsides at Collabera.,Blaze and the festivals celebrated at Collabera is amazing :) :),2.0,5.0,4.666666666666667,1.02,Executive - Contracts & Compliance,Global Business Services,Legal & Contracts,Contracts & Compliance,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1RlajulUCB0tHlX&Q_CHL=gl,1,Asian,,
U1587,100,70225,TRUE,R_3JyLASSE8mNXDJR,12.97210693,77.59329224,3,5,5,5,5,4,E,H,1,3,4,2,1,3,"Collabera has highly enthusiastic team, which tend to motivate a person to the core 
According to me the difference in working in collabera compared to any other company is that collabera teaches you and trains you to develop your career in the field, ","Working at collabera in Office and now working from home due to covid, i miss the collabera environment , this is the only downside which i felt.  ","From the day of my first interview at collabera, we discussed about work and along with that we spoke about my future in collabera and the field. we discussed on how we can develop my future in this company and field. at that point i knew this is where i want to work, although i received offers from other companies i had decided collabera is the company where i will be able to learn and work at greater speed and grow simultaneously at greater heights.  ",5.0,8.0,4.5,0.5,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_esQzohGBQZ9LmUl&Q_CHL=gl,1,Asian,,
U1006,100,74391,TRUE,R_1CBWHGn3JIHcXxg,23.02760315,72.58709717,5,3,5,5,5,3,F,G,1,1,3,2,1,3,I love to work in Collabera as it helps me grow as an individual. Also Collabera make sure to celebrate each festival on a large scale so that we do not feel detached or miss home. Collabera shows interest in well being of each individual.,I do not find any downside while working at Collabera.,One of my consultant Gilberto was away from his family for more than a decade . He joined through Collabera in his hometown and in few months he got permanent with client. He showed immense pleasure and joy as he will now be able to stay with his family. This shows how passionate we are to service client and consultants.,6.0,7.0,4.333333333333333,1.86,Executive Employee Relations,Business Core Services,Employee Relations,Employee Relations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1984,Female,Asian,Not Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_dcCX7BXjQDprn13&Q_CHL=gl,1,Asian,0.0,1.0
U69,100,1789,TRUE,R_1opC9C0ERojOqoU,34.00340271,-84.46050262,5,5,5,5,5,4,F,G,1,3,1,2,1,2,"Collabera has been growing into new areas of business continuously so if I want to do something different, I have the option to do it at Collabera. Also I like the trust which Collabera management has in me, thereby giving me good amount of flexibility to structure by Business unit. In addition, there have been many trainings offered to me, which have added value to my professional life as well as to personal life.  ","I cannot think of a downside of working at Collabera so i will just provide an input. We go through transformation of some part of business periodically, which is for sure needed to keep growing. However, in such transformations, I feel that  sometimes the changes are made too fast. This results in execution challenges.   ",There are a lot of examples which I have seen in last few years. I will mention one recent with my Account Manager Bailey Johnson. I gave her responsibility to perform the role of NAM temporarily for this year as our NAM left Collabera. Bailey has been so passionate for her work and so disciplined in execution that it has hugely increased motivation for the team and increased our client traction multi-fold.  ,6.0,7.0,4.833333333333333,11.41,Associate Vice President,Enterprise Services Group,Sales,Sales,Atlanta (Peachtree Rd),Georgia,U.S.A.,Collabera Inc.,1970,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bIM91TAUP4TSJ5b&Q_CHL=gl,1,Asian,1.0,1.0
U47,100,1372,TRUE,R_Z4qN69nBhDjgpmF,23.02760315,72.58709717,5,4,4,5,4,4,H,H,2,2,3,3,2,3,Collabera give us best working Natural environment,I am with Collabera since 13 years and I am senior most IT person of present Baroda IT team so see lots of up down but Collabera is stable and strong with all  cultural values,During my 13 years of  journey with Collabera I had fill lots of experience in one word I would like to say proudly now my blood is blue and things are supper duper fantastic and awesome. ,8.0,8.0,4.333333333333333,13.25,Specialist - Network Administrator,Global Business Services,IT-Infrastructure,IT-Infrastructure,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1978,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9zVwvRejo7g4lcV&Q_CHL=gl,1,Asian,,
U699,100,77062,TRUE,R_3M5lQvmGMPGUbUk,23.02760315,72.58709717,5,5,5,5,5,5,E,B,2,3,3,2,2,2,"Flexibility, team bonding, Entertainment, appreciations and annual functions. Yearly bonus. To work with the data of the company and working very close to Mitesh Patel and all the leads of the company.",Sometimes i feel about my health and when i go to doctor visit . It charges along with medicines 1k- 2k if  this amount can be reimburse without being admitted 24 hours. It will make more safer and healthier feelings.,"I like the culture of Collabera. I have just one suggestions to the company
1. It would be great if company can have small indoor badminton court / Valleyball/ basketball court any of these where we employee can play right after the shift and go home and sleep directly which saves our time and also makes us fit and fine. Most of we sports lover got to private indoor play and keep fit and fine which charges huge amount of fees.",5.0,2.0,5.0,2.59,Executive Business Analyst,Business Core Services,Business Analysis,Business Analysis,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1988,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9XpZkWlOqkpxlxr&Q_CHL=gl,1,Asian,,
U602,100,76112,TRUE,R_27gkRDB6GLwU7zI,22.30029297,73.20509338,3,3,3,3,3,3,C,E,3,4,3,2,3,4,"To get a salary on time, Best cultural activities, like the way HRBP connects to us on a timely basis. ",hate management people. They never try to understand the problem of employees. everytime follow the rules is not good. Time change you also have to change yourself,"I am closely working with BDG team and my role is to help them with the leads and some research side. I have been here for 3 years now and still, I didn't get any good salary structure. at time of selection, they said that you just have to pull the contact information from the online tool. and today I am doing so many other things which they're dont pay for. I hate salary structure.",3.0,5.0,3.0,3.11,Senior Executive Market Research,Strategic Accounts Team,Sales,Client Acquisition,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_5c3vsszzgJucbid&Q_CHL=gl,1,Asian,,
U557,100,78666,TRUE,R_3pumd81fWm8dthA,22.30029297,73.20509338,5,4,5,3,4,1,E,C,4,1,4,3,4,3,"Good Culture. Celebrate each and every festival with all employees and recognize the good performer of each department every quarter, annual.",Working in Night Shift it's causing health issues.,"Work Hard, Play Hard. We work together as a team and enjoy each activity like Play games and outdoor dining and outing.",5.0,3.0,3.6666666666666665,3.26,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1989,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_ehTETtuStezj33n&Q_CHL=gl,1,Asian,,
U1559,100,31004,TRUE,R_242xE4zocJBy77Q,23.02760315,72.58709717,5,3,5,5,5,3,F,G,1,1,3,2,1,3,Collabera has one of the best infrastructure and facilities and policies for his employees. The company also has best learning facility to enhance employees skills at every level. They company gives equal opportunity to its employees to grow with company. The company also recognize and award the efforts of employees at every level. We work and we live as a family.,I do not find any Cons while working with Collabera.,"When I got my first hire, I was very new to the system. I do not have much idea of the whole process. But my leads and account managers coordinate very smoothly with other departments to get the candidate onboard. I was putting my efforts in holding the candidate for long as the start date was pushed up ahead due to lockdown. But we all work as a team and in a very disciplined manner to execute the start of the candidate smoothly. We were responsive on time to resolve the queries of the consultant at every step and make him comfortable and relaxed. This gives me a better understanding of serving the client and our consultant passionately on time.   ",6.0,7.0,4.333333333333333,0.52,Lead Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1982,Male,Asian,Not Applicable,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_5j8t07Wow3LYiNv&Q_CHL=gl,1,Asian,,1.0
U347,100,81270,TRUE,R_3oToo8auKfO7Bu9,23.25259399,77.4045105,5,5,5,5,5,4,G,H,2,2,4,2,1,2,"the environment that, I live in Collabera is beyond anything, its values and the way of treating its employees is incomparable  ",They love their employees very much;) without a fail they make our dream come true and before them they think about their people,"Collabera for me is not just a company but its an emotion and to be frank here today what so ever that, I do have and the reason me and my family are able to do what we thought of doing is just because of Collabera. ",7.0,8.0,4.833333333333333,4.98,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_4JyvfS6QdO51XA9&Q_CHL=gl,1,Asian,1.0,1.0
U40,100,82967,TRUE,R_3EQEaOaIMfkb0nx,23.02760315,72.58709717,5,4,5,5,5,4,E,E,2,2,2,3,3,2,Vision of Hiten. Great leadership team and the passion with which we follow our values.,"One of our core value of serving our client, at times, leaves us with clients which we might not want to serve. The whole account team suffers and there is a sense of disparity amongst many","My journey started from a ""Beg, Borrow, Steal mode of recruiting a decade back! We have clearly come to ages in our approach but the killer attitude never dies! 
One story that really touches me was how we used to kill our competition. The MSP used to release requirement after 5-6 PM EST on a Friday! While this might mostly get ignored by our competition but for us, this was an OPPORTUNITY! We used to go all guns blazing to sweep the whole market!

Collabera's evolution! From a pure plug delivery engine, we transformed into a full package with more and more focus going into the Hiring, training and leadership development..",5.0,5.0,4.666666666666667,13.56,Senior Delivery Manager,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1982,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1FBBnpHpN3iow73&Q_CHL=gl,1,Asian,,
U1343,100,31020,TRUE,R_3ITleaujhMTpWxz,21.10609436,82.09078979,5,5,5,5,5,3,G,H,2,3,4,2,2,2,"Collabera, is one of the best staffing Firms to start your career with. It taught me to build a passion for the work I do and the ethics of being in the Corporate world.",The night shift can be a little draining if you don't know how to balance your work and personal space.,"The most favorite part of Collabera is the appreciation and gratefulness it has towards its employees. I remember how My Seniors have appreciated me when Ii scored the first 2 hires in a small period of time. Fun fact, it was so overwhelming that I was unable to express my happiness and almost showed like scoring a hire is very normal.",7.0,8.0,4.666666666666667,0.9,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bEnUC4xJGM9gFhz&Q_CHL=gl,1,Asian,1.0,1.0
U110,100,85903,TRUE,R_ClGq8S8U8FDEybL,23.59860229,72.38470459,5,3,5,5,3,3,F,F,1,3,2,2,2,2,"Always delivered more than what we have expected. 
A Positive Work Environment
Employees Are Valuable as People, Not Just as Employees
Receive timely salary","Not much that I can think of. Honestly, every company has some flaws but by far this is a very good organization.","Salary done on and before time
Clients are reputed organizations
Interview experience was also very good
Work environment is pretty good
Growth opportunities
Friendly staff
Great HR
Rewards and reorganization",6.0,6.0,4.0,9.1,Executive Business Analyst,Business Core Services,Business Analysis,Business Analysis,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1987,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_eRiIpt2Z91zdKMR&Q_CHL=gl,1,Asian,,
U785,100,84077,TRUE,R_31ZU5lOwIEOyzwK,28.63310242,77.22070313,3,4,4,4,4,3,A,B,2,3,3,3,2,2,"well the best reason i could have think of is getting a chance to work with such professional people, everyone is best in their field and that's always motivate me to perform better and do my best. ",I hardly get the time to do any other activity during week days.,well the best story i can think of is the time when i was too close to achieve my target and about to hit PC but i just missed that by two weeks of time but my manager and team members supports me and helped me to build my confidence again and stay positive for the coming year.,1.0,2.0,3.6666666666666665,2.28,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_2tmGqz7GNFPTUPz&Q_CHL=gl,1,Asian,1.0,1.0
U575,100,1136,TRUE,R_0uMKxRe22L7KvdL,22.55250549,72.9552002,5,5,5,5,5,5,H,H,3,4,3,3,3,4,We love Collabera & the way we interact with each other in Collabera. The vibes are always positive.,"not as of now as we are working with such a team that alwasy helps us in any manners
","We love Collabera & the way we interact with each other in Collabera. The vibes are always positive & not as of now as we are working with such a team that alwasy helps us in any manners
",8.0,8.0,5.0,3.19,Executive Database Building,Global Business Services,Database Building/Market Research,Database Building/Market Research,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_55pzrg0x9qzPX3T&Q_CHL=gl,1,Asian,,
